,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
67,Baked Chicken Breasts,4.5,20,250.0,850.0,9.0,42.0,0.0,0.0,"[['S M.', 5], ['Christopher Jones', 4], ['Jillian Greene', 5], ['Lucy Vazquez', 5], ['Amhory Alaniz', 5], ['Alana', 5], ['Cheryl Peachey', 5], ['Ryan C.', 3], ['Julie', 4], ['Leigh', 4], ['nadine mcpadden', 5], ['Jessica C.', 5], ['Anthony', 3], ['Aliya B.', 5], ['Teryn', 4], ['Andi V.', 5], ['A M.', 5], ['Vereen', 5], ['Karl', 5], ['Sean Hudson', 4], ['Kurt J.', 4], ['Dolan', 4], ['Eic', 4], ['Hi!', 5], ['Nina', 5], ['James Thurmond Jr.', 5], ['Faith U.', 5], ['Sarah Edwards', 4], ['John T.', 5], ['Carlos', 5]]","[['4', None, 'boneless skinless chicken breasts'], ['1', 'tablespoon', 'melted butter'], ['1', 'teaspoon', 'kosher salt'], ['1/2', 'teaspoon', 'cracked black pepper'], ['1/2', 'teaspoon', 'garlic powder'], ['1/2', 'teaspoon', 'paprika']]",https://www.yummly.com/recipe/Baked-Chicken-Breasts-1118668
68,Slow Cooker Baked Beans with Bacon,4.0,240,310.0,390.0,8.0,14.0,43.0,10.0,"[['Talia', 5], ['Patty', 4], ['Huggins', 3], ['Hello Vicki!', 5], ['Ritania Attipoe', 5]]","[['30', 'ounces', 'great northern beans'], ['4', 'slices', 'bacon'], ['1/2', None, 'onion'], ['1/2', 'cup', 'ketchup'], ['2', 'tablespoons', 'maple syrup'], ['1', 'tablespoon', 'molasses'], ['2', 'tablespoons', 'yellow mustard'], ['1', 'tablespoon', 'apple cider vinegar'], ['1', 'cup', 'water']]",https://www.yummly.com/recipe/Slow-Cooker-Baked-Beans-with-Bacon-2148400
69,Best-Ever Broccoli Cheese Soup,4.5,30,310.0,890.0,20.0,17.0,17.0,3.0,"[['Logan', 5], ['John Morris', 5], ['Morgan Rooney', 4], ['Jeffrey Crouch', 5], ['Tiago Mindrico', 5], ['Jamie Livingston', 5], ['Janey Rasco', 5], ['Cindy Lewis', 5], ['Vanessa Castano', 5], ['Michele Cerda', 5], ['Varvara', 5], ['Schauntel Ambeau', 5], ['Gisella Tellys', 5]]","[['1/2', None, 'onion'], ['2', None, 'large carrots'], ['2', 'stalks', 'celery'], ['2', 'cloves', 'garlic'], ['12', 'ounces', 'broccoli florets'], ['2', 'tablespoons', 'salted butter'], ['1/4', 'teaspoon', 'salt'], ['1', 'teaspoon', 'Dijon mustard'], ['1/4', 'cup', 'all purpose flour'], ['2 1/2', 'cups', 'chicken broth'], ['2', 'cups', 'whole milk'], ['3/4', 'teaspoon', 'salt'], ['1/2', 'teaspoon', 'black pepper'], ['2', 'cups', 'shredded cheddar cheese'], [None, None, 'fresh parsley'], [None, None, 'salt'], [None, None, 'freshly ground black pepper']]",https://www.yummly.com/recipe/Best-Ever-Broccoli-Cheese-Soup-9101940
70,Baked Ranch Parmesan Chicken,4.5,300,180.0,610.0,13.0,5.0,11.0,1.0,"[['Tighe', 4], ['Wanda Davis', 5], ['Mark', 3], ['Davina Sowders', 5], ['Amy', 3], ['Linda', 5], ['Keishanna Wright', 5], ['Nikki', 4], ['Katelyn Bunke', 4], ['Johnny Ochoa', 4], ['Cooper', 4], ['Ishabul Haque', 5], ['Joshua Edwards', 5], ['TRISHA FLORIS', 5], ['Charles Layne', 4], ['mark rutigliano', 4], ['April T.', 5], ['Jasmin Rodriguez', 4], ['Diana Long', 5], ['Karl Imhoff', 5], ['Rebekah W.', 5], ['Breeze GA', 1], ['Lisa', 5], ['Arial Anderson', 5], ['Tiffany Morales', 5], ['Nancy M.', 5], ['Mary Gill', 5], ['Jennifer Simmons Kaleba', 5], ['Chanda Clayton', 4], ['Lindi Carango', 5]]","[['6', None, 'boneless, skinless chicken breast halves'], ['1/2', 'cup', 'ranch salad dressing'], ['1', 'cup', 'dry bread crumbs'], ['1/2', 'cup', 'grated Parmesan cheese'], ['1', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'italian seasoning'], ['1/2', 'teaspoon', 'salt']]",https://www.yummly.com/recipe/Baked-Ranch-Parmesan-Chicken-2428578
71,Broccoli Cauliflower Casserole,4.0,60,340.0,360.0,25.0,11.0,18.0,3.0,"[['Diego Corona', 4], ['Shepstone', 5], ['Bunny', 5], ['Bonnie Srubas', 3], ['Bernie Cloos', 3], ['Shae Allen', 4], ['Frankie Brown', 5], ['Shirley Kobylnyk', 1], ['MaryLou W.', 5], ['Joyce King', 5], ['Tina S.', 4]]","[['1/2', 'cup', 'plain dry bread crumbs'], ['1/4', 'cup', 'grated Parmesan cheese'], ['2', 'tablespoons', 'butter'], ['1 1/2', 'teaspoons', 'italian seasoning'], ['16', 'ounces', 'frozen broccoli florets'], ['16', 'ounces', 'cauliflower florets'], ['2', 'tablespoons', 'butter'], ['1', None, 'onion'], ['2', 'tablespoons', 'flour'], ['1', 'teaspoon', 'garlic salt'], ['1/4', 'teaspoon', 'mccormick black pepper, coarse ground'], ['1 1/4', 'cups', 'milk'], ['4', 'ounces', 'cream cheese']]",https://www.yummly.com/recipe/Broccoli-Cauliflower-Casserole-2263038
72,Crunchy Detox Salad,4.5,30,280.0,250.0,19.0,8.0,25.0,6.0,"[['Andy', 5], ['Madison', 5], ['Tuhin Ganguly', 5], ['Andrea', 5], ['Yancey A. Quiett', 5], ['Nix Ann', 5], ['Steve-andJean M.', 5], ['LaTanya Hubbard', 5], ['Bentley', 4], ['Morgan Kubishak', 5], ['Robin', 5], ['AkiliEl-Dey', 5], ['Jo', 4], ['Nicole McKenzie', 5]]","[['2', 'cups', 'cauliflower'], ['2', 'cups', 'broccoli'], ['1', 'cup', 'red cabbage'], ['1', 'cup', 'carrots'], ['1 1/2', 'cups', 'fresh parsley'], ['2', None, 'celery stalks'], ['1/2', 'cup', 'almonds'], ['1/2', 'cup', 'sunflower seeds'], ['1/3', 'cup', 'raisins'], ['3', 'tablespoons', 'olive oil'], ['1/2', 'cup', 'lemon juice'], ['1', 'tablespoon', 'fresh ginger'], ['2', 'tablespoons', 'clover honey'], ['1/2', 'teaspoon', 'sea salt']]",https://www.yummly.com/recipe/Crunchy-Detox-Salad-2497438
73,Smoked Sausage Alfredo with Hillshire Farm® Smoked Sausage,4.5,15,350.0,150.0,21.0,9.0,31.0,1.0,"[['Cara Rivera', 5], ['Judit Schmidt', 5], ['Trisha L.', 4], ['Shadow Fire', 4], ['Chef E', 4], ['Robert Freeland', 4], ['Courtney Wason', 4], ['Lu', 5], ['Israel', 5], ['Vicky McKinnon', 5], ['chris w.', 5], ['Linda', 5], ['Rita Black', 5], ['alicia k.', 5], ['Amanda Mumberson', 4], ['Kalin', 5], ['Randy K.', 5], ['Christine', 5], ['Jennifer Medders', 5], ['Mark Miller', 5], ['Megan Dye', 5], ['Craig', 4], ['Cassie Ann', 5], ['Jessica Belliston', 1], ['Stephanie Reynolds', 5], ['Tracy K.', 5], ['Marcus Vinícius de Moraes', 5], ['LaRuffa', 5], ['April', 5], ['Samantha Hurtado', 5]]","[['1/4', 'cup', 'chives'], ['1', 'package', 'Hillshire Farm® Smoked Sausage'], ['8', 'ounces', 'pasta'], ['1', 'cup', 'heavy cream'], ['2', 'teaspoons', 'cajun seasoning'], ['1/2', 'cup', 'grated Parmesan cheese'], ['1/4', 'cup', 'cherry tomatoes']]",https://www.yummly.com/recipe/Smoked-Sausage-Alfredowith-Hillshire-Farm-Smoked-Sausage-9057797
74,Alfredo Florentine Lasagna,4.5,70,280.0,580.0,20.0,21.0,4.0,1.0,"[['Jasmine Whiting', 4], ['LeighAnna H.', 4], ['Maria Quick', 4], ['Kevin Ayers', 5], ['Toshiro Hirito', 5], ['rachael', 5], ['Kari L.', 5], ['Amber E.', 5], ['Jennifer W.', 5], ['jcolib', 3], ['Jen Serra Shean', 1], ['Leslie Anne Ashby', 4], ['Sarah Rose', 5], ['Hannah Jackson', 5], ['Lisa L.', 1], ['Roni Norwood', 5], ['Vicki Rigsby', 5], ['Amanda K.', 5], ['Linda V.', 5], ['Jodie Ching', 5], ['poopyface p.', 5], ['Mary R', 5], ['S. R.', 3], ['April F.', 4], ['LeLeBell L.', 4], ['Angela D.', 4]]","[['15', 'ounces', 'ricotta cheese'], ['1', None, 'eggs'], ['10', 'ounces', 'frozen chopped spinach'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'ground black pepper'], ['1/8', 'teaspoon', 'ground nutmeg'], ['1', 'jar', 'Bertolli® Alfredo Sauce'], ['12', None, 'lasagna noodles, cooked and drained'], ['1', 'pound', 'shredded mozzarella cheese']]",https://www.yummly.com/recipe/Alfredo-florentine-lasagna-297401
75,Ground Beef Bulgogi,4.5,10,280.0,980.0,11.0,26.0,15.0,2.0,"[['Paula Meehan', 5], ['Katie', 5], ['Amy', 5], ['Mitch', 5], ['Clare Fusco', 5], ['Kim', 5], ['Mayra M.', 5], ['B-wrecka D.', 5], ['Stella', 5], ['Schwartz', 4], ['Maryann', 5], ['Gonzalez', 5], ['Shelby Zussman', 5], ['Gwin', 4], ['Karin Matarese', 5], ['Ahmed Foster', 5]]","[['1', 'pound', 'lean ground beef'], ['10', 'cloves', 'garlic'], ['1', None, 'onion'], ['4', 'tablespoons', 'soy sauce'], ['2', 'tablespoons', 'mirin'], ['2', 'tablespoons', 'sugar'], ['1', 'tablespoon', 'extract'], ['1/2', 'teaspoon', 'black pepper'], ['1', 'tablespoon', 'cooking oil'], ['5', None, 'green onions'], ['1', 'teaspoon', 'sesame seeds'], ['1', 'teaspoon', 'sesame oil']]",https://www.yummly.com/recipe/Ground-Beef-Bulgogi-9067038
76,20 Minute Honey Garlic Shrimp,4.5,20,240.0,1070.0,4.5,24.0,27.0,0.0,"[['Andrea', 5], ['Shannon Kimmes', 5], ['Michael Adams', 5], ['Lori', 4], ['Caroline Arens', 5], ['Maureen', 4], ['yolanda', 5], ['Kathy Grainer', 5], ['Heather B.', 5], ['Cienna Banwell', 5], ['MeMe', 5], ['Connie Dorner', 5], ['Ralph', 5], ['Celia Moore', 4], ['Sively', 4], ['Bruce Bidinoff', 5], ['Sherifa', 5], ['Chelsea Kuznia', 5], ['Kayla Belle', 4], ['Spencer', 5], ['Amanda Litchhult', 5], ['Sarah Dennis', 5], ['Amanda Lloyd', 4], ['Kirkpatrick', 4], ['Rebecca Hartung', 4], ['Jennifer Rosario', 5], ['Khmilevska', 5], ['Dakota Encinas', 5], ['Michelle Bill', 5], ['Charleen Eads', 5]]","[['1/3', 'cup', 'honey'], ['1/4', 'cup', 'soy sauce'], ['1', 'tablespoon', 'minced garlic'], ['1', 'teaspoon', 'fresh ginger'], ['1', 'pound', 'shrimp'], ['2', 'teaspoons', 'olive oil'], [None, None, 'green onion']]",https://www.yummly.com/recipe/20-Minute-Honey-Garlic-Shrimp-2076220
77,Citrus Shrimp and Avocado Salad,4.5,25,450.0,530.0,29.0,32.0,24.0,10.0,"[['Dominic Morgan', 5], ['Memory_error', 4], ['Rachel Langer', 4], ['Lorena L.', 5], ['Tara Rodriguez', 4], ['Caitlin Moon', 5], ['Latham', 2], ['Heather', 5], ['Robert Brown', 4], ['Stacey', 5], ['Li', 5], ['Jennifer Russell', 5], ['Walker', 3], ['Mariel', 5], ['Glen Gray', 5], ['Teresa', 5], ['Laura', 5], ['Lorraine Scott', 5], ['Greg H.', 5], ['Mulham Al Kabra', 4], ['Jaz JB', 5], ['Jenny MacColl', 5], ['Mel Keech', 4], ['Aliya Holmes', 5]]","[['1', 'pound', 'shrimp'], ['8', 'cups', 'greens'], [None, None, 'lemon'], [None, None, 'extra-virgin olive oil'], ['1/2', None, 'lemon'], ['1', None, 'avocado'], ['1', None, 'shallot'], ['4', 'ounces', 'toasted sliced almonds'], [None, None, 'kosher salt'], [None, None, 'freshly ground black pepper']]",https://www.yummly.com/recipe/Citrus-Shrimp-and-Avocado-Salad-2277560
78,Parmesan Chicken Casserole,4.5,50,520.0,960.0,30.0,46.0,16.0,0.0,"[['Selena Schindler', 5], ['Joe Schaab', 1], ['Heather Kettell', 1], ['Courtney Smith', 5], ['Lindsey', 5], ['MG', 2], ['Rachell Farinelli', 2], ['Shauna Heydecker', 5], ['Shaley Kruse', 1], ['Marcus Huie', 4], ['Jen', 2], ['Janine', 5], ['Kelly Dawson', 4], ['Rachael F.', 5], ['Michaela Grinnell', 5], ['Jennifer Bixby', 5], ['Susan Thurman', 4], ['Steve', 5], ['Jackie Olenick', 2], ['Todd Tedrick', 4], ['Emily Hofer', 5], ['Stephen Kirksey', 4], ['Nora K.', 4], ['Christopher L.', 4], ['Ro', 4], ['claire', 4], ['Robin H.', 3], ['Angela', 2], ['Tisha', 5], ['Marken', 3]]","[['6', None, 'boneless, skinless chicken breasts'], ['1', 'cup', 'mayonnaise'], ['1', 'cup', 'shredded Parmesan cheese'], ['1', 'teaspoon', 'seasoning salt'], ['1/2', 'teaspoon', 'ground black pepper'], ['1', 'teaspoon', 'garlic powder']]",https://www.yummly.com/recipe/Parmesan-Chicken-Casserole-2650346
79,Melt In Your Mouth (MIYM) Chicken Breasts,4.5,30,380.0,580.0,19.0,50.0,3.0,0.0,"[['Michelle LaCroix', 5], ['Nick McElreath', 4], ['IlianaStoian', 3], ['Robert Freeland', 5], ['Mindy Huffman', 3], ['Amber Messinger', 5], ['Jennifer', 4], ['Taylor S.', 5], ['Salisha', 5], ['Sally Jia', 5], ['Ryan Bialek', 4], ['Maritza Holguin', 4], ['whiterose', 4], ['Reynolds', 5], ['Hello Nikki', 4], ['Princess Sarah', 5], ['M J.', 4], ['Ryan Bostic', 4], ['Javier Jimenez Jr.', 5], ['Kathy Therrien', 5], ['Ollmann', 5], ['Jen Hopkins', 5], ['Catherine Schubert', 4], ['Daquon Williams', 5], ['Devin', 4], ['Merritt', 5], ['Angel', 4], ['Jennifer Whalley', 5], ['レモン', 4], ['Salih Danaci', 3]]","[['1', 'cup', 'sour cream'], ['2', 'teaspoons', 'garlic powder'], ['1', 'teaspoon', 'seasoned salt'], ['1/2', 'teaspoon', 'fresh ground black pepper'], ['1 1/2', 'cups', 'grated Parmesan cheese'], ['3', 'pounds', 'boneless chicken breasts']]",https://www.yummly.com/recipe/Melt-In-Your-Mouth-_MIYM_-Chicken-Breasts-2576662
80,30-Minute Vegetarian Meatballs,4.0,30,30.0,105.0,1.0,1.0,4.0,1.0,"[['Memory_error', 4], ['Revathy Priya', 5], ['mariska w.', 1], ['BrinnyLava', 5], ['Diane', 5], ['Mata', 5], ['Vansickle', 5], ['Deveen', 5], ['Nicole W.', 5], ['Dominique B.', 5], ['.', 1], ['Elizabeth Jeffers', 1], ['Chloé Yaw', 4], ['Kate', 4], ['Adriana Kaul', 5], ['Shelitha E.', 5], ['Lauren', 5], ['jasmine lyons', 4], ['atirek wribhu', 4], ['Simms', 5], ['Delville', 4], ['Uma Maheswar N.', 4], ['Heather McAllister', 2], ['Kim', 3], ['Karynda', 5], ['Jerilyn Winstead', 2], ['Chrissy', 3], ['Irene D.', 4], ['lorraine', 5], ['Armando Salgado', 5]]","[['3', 'cups', 'cauliflower florets'], ['3', 'cups', 'cooked quinoa'], ['3/4', 'cup', 'oat flour'], ['4', None, 'eggs'], ['1', 'tablespoon', 'spices'], ['2', 'teaspoons', 'salt'], [None, None, 'olive oil']]",https://www.yummly.com/recipe/30-Minute-Vegetarian-Meatballs-2271501
81,Mama's Best Ever Spaghetti & Meatballs,3.5,40,430.0,280.0,9.0,35.0,49.0,2.0,"[['MonkeyBuisnezs', 4], ['Jordhan Gilbert', 5], ['jessica wooten', 5], ['Roberto Dévora', 3], ['Lain', 2], ['Rob W', 1], ['Rachel Voge', 4], ['Kristin Cook', 5], ['Alonso Tienda', 3], ['Tina Ray', 5], ['Em', 1], ['Robert32', 3], ['Claire A.', 5]]","[['1 1/2', 'pounds', 'lean ground beef'], ['1/2', 'cup', 'italian seasoned dry bread crumbs'], ['2', None, 'eggs'], [None, None, '1 jar (1 lb. 8 oz.) Ragu® Old World Style® Pasta Sauce, divided'], ['12', 'ounces', 'spaghetti']]",https://www.yummly.com/recipe/Mama_s-Best-Ever-Spaghetti-_-Meatballs-2115063
82,Peanut Butter Fudge,4.0,120,60.0,40.0,4.0,2.0,5.0,0.0,"[['cole', 5], ['Christina Bowen', 3], ['DeBe', 4], ['Jennifer Vickers', 3], ['Gary N.', 5], ['Jessica Fassio', 4], ['kayle', 5], ['Phillips', 5], ['Amanda Spears', 5], ['Leslie Hodges', 5], ['Denise', 5]]","[['1/4', 'cup', 'Country Crock® Spread'], ['1/4', 'cup', 'light corn syrup'], ['18', 'ounces', 'skippy creamy peanut butter'], ['1 1/4', 'cups', 'confectioners sugar'], ['1', 'teaspoon', 'vanilla extract']]",https://www.yummly.com/recipe/Peanut-butter-fudge-297693
83,Sheet Pan Garlic Lemon Butter Salmon,4.5,5,680.0,720.0,49.0,40.0,18.0,1.0,"[['Paula G.', 5], ['Lori S.', 5], ['bud adams', 5], ['Steven Haas', 4], ['Tracey Austin', 5], ['Anna', 5], ['Nancy A.', 5], ['John Wygonik', 5], ['Mint', 4], ['Cindy Twitchell', 5], ['Sherri Mc', 4], ['Justin', 4], ['Darrell Q.', 5], ['Kim Tuyls', 5], ['R', 5], ['Chavarn Goodwin', 5], ['Mooney Detwiler', 5], ['Sally Jia', 5], ['Alexis Brown', 5], ['Morgan', 5], ['AJ', 4], ['Bethany  Newman', 5], ['Giner', 5], ['Zene K.', 5], ['Katherine Austin', 1], ['Jill B', 5], ['Ehrlich', 3], ['G.A', 5], ['Steve K.', 5], ['Erick N.', 5]]","[['1 3/4', 'pounds', 'skin on salmon fillet'], ['1', None, 'lemon'], ['1/2', 'cup', 'unsalted butter'], ['3', 'tablespoons', 'lemon juice'], ['3', 'tablespoons', 'honey'], ['5', 'cloves', 'garlic'], ['1', 'teaspoon', 'kosher salt'], ['1/2', 'teaspoon', 'freshly ground black pepper'], ['2', 'teaspoons', 'finely chopped fresh parsley']]",https://www.yummly.com/recipe/Sheet-Pan-Garlic-Lemon-Butter-Salmon-2571801
84,Slow Cooker Golden Lentil Soup (Vegan),4.5,300,320.0,1110.0,11.0,15.0,43.0,18.0,"[['Sara G.', 4], ['Kelly Briggs', 5], ['Al bo', 4], ['YumChef', 5], ['Mary Mollison', 5], ['WizardSousChef', 5], ['Gillian', 5], ['Corbier', 5], ['Sara the Superb', 5], ['Emmie M.', 5], ['fortuna', 4], ['Tracy', 4], ['Kutura M.', 5], ['Jackie Albright', 3], ['Michele Leah', 4], ['Merrrrrgan', 5], ['Richter', 5], ['Danielle Plantz', 5], ['Emma', 5], ['Nikkii', 4], ['Monique', 5], ['Florine E.', 5], ['Onye and Emeka', 5], ['Rhea Votipka', 5], ['Ana', 5]]","[['1', 'cup', 'yellow onion'], ['1', 'cup', 'chopped carrots'], ['4', None, 'garlic cloves'], ['1 1/2', 'cups', 'red lentils'], ['4', 'cups', 'vegetable broth'], ['1', 'cup', 'water'], ['2', 'tablespoons', 'tomato paste'], ['2', 'teaspoons', 'ginger'], ['1', 'teaspoon', 'kosher salt'], ['3/4', 'teaspoon', 'freshly ground black pepper'], ['2', 'teaspoons', 'ground turmeric'], ['1', 'teaspoon', 'cumin'], ['3', 'cups', 'lacinato kale'], ['1', 'cup', 'coconut milk'], ['1', 'tablespoon', 'fresh lime juice'], [None, None, 'fresh cilantro']]",https://www.yummly.com/recipe/Slow-Cooker-Golden-Lentil-Soup-_Vegan_-2628969
85,Easy 5-Ingredient Chicken Enchiladas,4.5,50,420.0,1120.0,23.0,24.0,30.0,5.0,"[['Shannon Ellis', 5], ['Mel stone', 3], ['Jacob Klaus', 5], ['Shadiat Desso', 5], ['Stephanie Lewis', 3], ['Carmen', 5], ['Erica Vincent', 5], ['Dylan Lastname', 5], ['Anthony Zimmerman', 5], ['Caleb Stalnaker', 5], ['Donna Silva', 5], ['Charice', 5], ['Seo Kaos', 5], ['Sarah', 5], ['Shelbi', 5], ['Brie', 4], ['Danny Vazquez', 5], ['Jennifer', 5], ['Giselle Burhyte', 5], ['Molly', 5], ['Mathias Nielsen', 5], ['Steve P.', 5], ['Chris Ivy', 3], ['Jenna Custard', 4], ['Lois Hawkins', 5], ['Bowen', 5], ['Johnathan Munoz', 4], ['Gareth S.', 2], ['Kelly Segvich', 4], ['Shelby Kroeker', 5]]","[['2', 'cans', 'red enchilada sauce'], ['12', 'ounces', 'shredded rotisserie chicken'], ['1', 'cup', 'Mexican cheese'], ['12', None, 'soft corn tortillas'], ['1', 'cup', 'Mexican cheese'], [None, None, 'cilantro']]",https://www.yummly.com/recipe/Easy-5-Ingredient-Chicken-Enchiladas-9073068
86,Pasta Sauce,4.5,60,130.0,270.0,10.0,1.0,11.0,1.0,"[['Leonid Mayer', 4], ['Philip Assem', 4], ['Maxim A.', 5], ['Tashy A.', 5], ['lex k.', 5], ['Ariana g.', 5], ['Jamie Graham', 5], ['Razan A.', 4]]","[['4', None, 'tomatoes'], ['50', 'grams', 'butter'], ['1/4', None, 'onion'], ['1/2', 'cup', 'water'], [None, None, 'sugar'], [None, None, 'salt'], [None, None, 'ground black pepper'], [None, None, 'tomato sauce']]",https://www.yummly.com/recipe/Pasta-Sauce-530327
87,No Dough Pizza,3.5,40,540.0,1060.0,45.0,27.0,7.0,1.0,"[['Angie Guiberson-Walczak', 1], ['CHS', 5], ['Jenna', 3], ['Deborah Cobb', 5], ['Chelone', 4], ['jimmy', 4], ['Travis Williams', 5], ['Wars', 3], ['Raquel', 4], ['Worley', 3], ['Sconiers', 4], ['Staci Bourff', 5], ['kathi', 1], ['Mary Ayers', 4], ['Shawna Ford', 5], ['Frank', 4], ['Alex', 4], ['Michele Walker', 5], ['gary h.', 3], ['CJ Bonney', 3], ['Krystle Jordan Hepworth', 3], ['Annie B.', 4], ['Jodie', 5], ['Erin Baker', 5], ['R Nelson', 3], ['Stephanie', 1], ['Dunkleberger', 5], ['Barbara T.', 4], ['Pam McGlinn Dahlstrom', 4], ['Susan', 4]]","[['8', 'ounces', 'full fat cream cheese'], ['2', None, 'large eggs'], ['1/4', 'teaspoon', 'ground black pepper'], ['1', 'teaspoon', 'garlic powder'], ['1/4', 'cup', 'grated Parmesan cheese'], ['1/2', 'cup', 'pizza sauce'], ['1 1/2', 'cups', 'shredded mozzarella cheese'], [None, None, 'pepperoni'], [None, None, 'ham'], [None, None, 'sausages'], [None, None, 'mushrooms'], [None, None, 'garlic powder']]",https://www.yummly.com/recipe/No-Dough-Pizza-2406652
88,Healthy Apple Nachos,4.5,20,270.0,115.0,13.0,7.0,35.0,6.0,"[['Sarah Temple', 5], ['Stephanie Milburn', 3], ['kaisner', 5], ['Tatem', 5], ['Henderson', 5]]","[['5', None, 'apples'], ['1/2', 'cup', 'nonfat vanilla greek yogurt'], ['1/2', 'cup', 'nut butter'], ['1/4', 'cup', 'dark chocolate chips'], [None, None, 'cinnamon']]",https://www.yummly.com/recipe/Healthy-Apple-Nachos-2229182
89,Breakfast Sticks,4.5,35,130.0,210.0,12.0,6.0,1.0,0.0,"[['Shelly McFerren', 5], ['Fudge', 5], ['Cj Hyneman', 4], ['Callihan', 4], ['Dick', 5], ['AntDawg Antdawg', 5], ['Linda', 5], ['Chelsea Thibodeaux', 5], ['John', 5], ['Kd J.', 4], ['Tim Newell', 4], ['Riley Jacobs', 4], ['Curtis Fortin', 5], ['Dari Gold', 4], ['That Other Guy', 4], ['Joanie', 5], ['Cienna Banwell', 5], ['Ahmed Masoud', 5], ['Irene Kariuki', 5], ['Samantha Temple', 5], ['Amy Pennybaker', 4], ['Maggie', 4], ['Emelia Bell', 5], ['Penny Braux', 5], ['Alicia Hauglie', 5], ['Kennedy', 5], ['K BP', 4], ['Stephanie Regan', 5], ['Labanok', 5], ['Splendour Nathaniel', 4]]","[['1', 'tablespoon', 'oil'], ['2', 'slices', 'bacon'], ['3', 'ounces', 'breakfast sausage links'], ['2', None, 'green onions'], ['4', None, 'large eggs'], ['1', 'ounce', 'jack cheese']]",https://www.yummly.com/recipe/Breakfast-Sticks-1096708
90,Shrimp Salad,5.0,35,130.0,2020.0,10.0,1.0,10.0,1.0,"[['james j.', 5], ['Torgersen', 5], ['Bezzola', 5], ['Renee Ford', 5], ['Ramcharan', 5]]","[['1', 'tablespoon', 'kosher salt'], ['1/2', None, 'lemon'], ['1', 'pound', 'large shrimp'], ['1/2', 'cup', 'mayonnaise'], ['1', 'teaspoon', 'Dijon mustard'], ['1/2', 'teaspoon', 'ground black pepper'], ['1/2', 'teaspoon', 'Old Bay'], ['2', 'tablespoons', 'fresh dill'], ['1/3', 'cup', 'red onion'], ['1/2', 'cup', 'celery']]",https://www.yummly.com/recipe/Shrimp-Salad-770196
91,Nikki's Healthy Cookie,4.5,25,710.0,440.0,41.0,12.0,85.0,12.0,"[['Db', 1], ['NimbleCook', 5], ['Ginger Anderson', 5], ['Gummy', 5], ['Christine Njagi', 4], ['Venezia', 5], ['mecell jean s.', 5], ['Katja', 3], ['Alex P.', 5]]","[['3', None, 'ripe bananas'], ['1', 'teaspoon', 'vanilla extract'], ['1/4', 'cup', 'coconut oil'], ['2', 'cups', 'rolled oats'], ['2/3', 'cup', 'almond meal'], ['1/3', 'cup', 'coconut'], ['1/2', 'teaspoon', 'cinnamon'], ['1/2', 'teaspoon', 'fine grain sea salt'], ['1', 'teaspoon', 'baking powder'], ['7', 'ounces', 'chocolate chips']]",https://www.yummly.com/recipe/Nikki_s-Healthy-Cookie-9075192
92,Baked Pork Chops,5.0,45,340.0,200.0,20.0,35.0,4.0,0.0,"[['Kristina Wisdom', 5], ['Marilyn', 5], ['Paul B.', 5], ['M05072', 5], ['Barb Johnson', 5], ['Clair', 5]]","[['3', None, 'boneless pork chops'], ['1', None, 'egg'], ['2', 'tablespoons', 'milk'], ['1/2', 'cup', 'saltine crackers'], ['3', 'tablespoons', 'grated Parmesan cheese'], ['1/2', 'teaspoon', 'garlic salt'], ['1/8', 'teaspoon', 'pepper'], ['2', 'tablespoons', 'olive oil']]",https://www.yummly.com/recipe/Baked-Pork-Chops-2581075
93,Easy Slow Cooker Chili-Lime Mexican Shredded Beef,3.5,480,850.0,810.0,61.0,65.0,7.0,2.0,"[['Elaine P.', 1], ['Boeckenstedt', 3], ['Terrey', 3], ['Samantha Rosendahl', 5], ['Nicolay', 1], ['Alexandru Chis', 5], ['Brett Marsh', 4], ['Tony K.', 4], ['Bridgette St Hilaire', 4], ['Kendrick', 3], ['Babybat H.', 1], ['Pamela Smith', 2], ['Sam', 5], ['Marie Provetto', 2], [""O'Keefe"", 5], ['Sherry', 5], ['Billy Biscuits', 3], ['eeyore2133 .', 5], ['Grainger', 3], ['Katlyn Savage', 5], ['djjfrjf', 5], ['Guy', 4], ['Kris Schmitt', 2], ['Don', 4], ['Aycock', 4], ['Michelle O.', 3], ['M', 3], ['Emily C.', 2], ['Heather Donatelli', 3], ['Tom Gepson', 4]]","[['3', 'pounds', 'beef chuck roast'], ['4', 'cups', 'lemon-lime soda'], ['1', 'teaspoon', 'chili powder'], ['1', 'teaspoon', 'salt'], ['3', 'cloves', 'garlic'], ['2', None, 'limes']]",https://www.yummly.com/recipe/Easy-Slow-Cooker-Chili-Lime-Mexican-Shredded-Beef-2187269
